name,review
Lucid,My first trip to Lucid Eyecare and first purchase of Rudy Project’s spectacles was smooth and seamless all thanks to Syahmah! She guided and was attentive to my needs and also took the time to explain thoroughly on eye care. I do certainly will go to Lucid for future eyewear purchases!
Lucid,"Lucid Eyecare is amazing! Syahmah is so helpful and patient. She took the time to explain all the different lenses for reading, even when it was past closing time. She didn't try to push me into buying anything right away and actually suggested I monitor my vision first. I've never had such great service before! I'm definitely going back to Lucid and will recommend Lucid to my friends and family!"
Lucid,"Lucid Eye care is really professional they did very details for eyes test and give excellent service with caring, friendly, happy face, polite, make me feel comfort no hard sell, They recommend and explain about frame & lens very clearly. So beautiful transparence frame and good quality of lens. You will never regret if you choose this Lucid Eyecare"
Lucid,"My experience with Lucid Eyecare was fantastic from start to finish. Christy was the main person helping me but all the other staff I interacted with were also very friendly and highly professional. From the complementary eye test, to my rush order, Christy and Lucid Eyecare team ensured I got the glasses I wanted, on time and were very patient is getting the fit correct. Communication and information sharing was clear and consistent throughout the whole process, and I liked that the transaction was all handled digitally. This is how you do customer service, highly recommend Lucid Eyecare!"
Lucid,"Adam and his team were detailed in performing my eye check, I have never experienced such service from reputable optical chains. He did a series of eye tests to ensure that I got the right prescription for my contact lens.  I told Adam about my vision issue when driving at night, after looking at my spectacles, he realised what was the issue and did further test to confirm the problem with my existing pair of spectacles which was done at a reputable optical shop.  I was left impressed and would like to share this review in case somebody is searching for a trustworthy, transparent and reliable optical shop."
Lucid,Great place to chill out with friends to have beer and few rounds of darts or pool. You can also flaunt your singing skills with the open KTV there.
Lucid,"Great atmosphere, great staff and great service. Definitely worth going there to chill"
Lucid,Good price during happy hour. $36 for 1 bucket of 6 bottles of Henikein.
Lucid,Nice place to relax and chill out. Service was great too!
Lucid,Homey place . Excellent staff great entertainment  highly recommended :thumbs_up:
Equate,"Equate has excellent coffee. Croissants are good, haven’t tried the ondeh but it looks nice too Probably the best coffee in the area. *update. Added photos to include recent visits"
Equate,"I am a coffee lover who travels around the world and hunts for a good coffee. This place is one of those places.  When I opened the glass door, I instantly greeted by the great coffee aroma.  The place itself is small with a long coffee bar and the opposite situated the sitting area, besides some small stools and table just besides the entrance.  We order a glass of hot coffee latte, a cup of americano coffee.  All taste great and full of good aroma"
Equate,"Chanced upon the store after lunch, located at a small corner. The vibes were on point, clean, staff are nice. Really loved the matcha soy latte, worth the $8. I will come back again."
Equate,Coffee is quite good. There was a very slight acidic taste to it but negligible.  Clean minimalist cafe. Good crowd on a weekday lunch time.  The takeaway cup felt quite small and it was only a 150ml instead of the supposedly advertised 6oz (or ~177ml based on Google's conversion).
Equate,"A cozy and minimalist concept cafe located at Tanjong Pagar Plaza. Their coffee is a bit too acidic for my liking and milk foam is not as smooth.  Their pastries and cakes are very disappointing and not up to my expectations. Their Caneles lacking the caramelised texture crust, vanilla and rum flavour. The cinnamon roll is dry and doesn’t look like freshly bake. The slice of Earl grey cake is a bit dry and lack of the Earl grey flavour.  There are a lot of room for improvements. As much as I like the ambience but I really hope they can improve their quality of coffee and pastries.  As I’m a baker, I have high expectations of French pastries and I think texture of a Caneles should looks like the 3rd photo (which is baked by me)"
Equate,"Superb cafe serving excellent coffee and incredible pastries. This place gets very busy so at times there is a queue to be seated, but it’s all very well organised. These a selection of unique and utterly delicious pastries to choose from, and there’s a great menu with savoury breakfasts & lunches. Everything is so beautifully presented, and tasted so good. The cubed croissant was on of the best sweet pastries I’ve ever had - perfect balance and flavour and sweetness. Highly recommended!"
Equate,"This new cafe is really crowded & popular. Food is reasonably priced & delicious too. Portion sizes are good & definitely will fill the stomach, especially the sandwich which we had to share. We didn’t quite like the coffee as it was slightly sour for our taste. The tables are also quite small especially when sitting 3 pax. Hardly enough space to put our food & drinks. Forgot to mention, the butter croissant :croissant: was one of the best we eaten. Really really good."
Equate,The sandos were really good as the bread were crisp and buttery. We got the Spam Truffle Egg Mayo and Buttermilk Kimchi Chicken which were both very flavourful.  Cold Truffle Pasta was nicely seasoned.  Truffle fries was nice and crisp.  Fans of matcha should order their matcha latte which was so rich and earthy!  Instagram: @smolbelly
Equate,Coffee is typical and good enough for the usual price tag. Cold pasta was nice though on the saltier end. I enjoy the chocolate hazelnut pastry the most. Many items were out of stock today so we didn't get to try the tonkatsu sandos. Long queue with 1-hour dine in time for PH.
Equate,"There was a queue during weekend but the line moved quite fast for single diners. So far I had tried the earl grey iced tea, halibut sandwich and no.50 drink. The sandwich had a strong smell initially but upon eating it, it reminded me of MacDonald's fish o fillet. The bread was soft and buttery. I will be back to try the rest of the drinks."
Group Therapy Coffee,"Just visited Group Therapy Coffee in Singapore and it was a sublime experience! The cafe exudes a warm and inviting ambiance. The staff were attentive and friendly. As for the coffee, it was simply outstanding - rich and smooth. Their breakfast menu is also worth a try, especially the pancake stack. The place was buzzing but still maintained a laid-back vibe. It's tucked away on the second floor, making it a tranquil escape from the city's hustle. All in all, a true gem for coffee lovers and breakfast enthusiasts. Can't wait to go back!"
Group Therapy Coffee,"Their service, setting and ambient are nice, I did have a pleasant and quiet sat morning until closer to 10am. Came here for their pancake and coffee but probably I came with hi expectation so didn't felt this will be my go to place. Their pancake definitely is above ave."
Group Therapy Coffee,"Decent brunch place with nice ambience.  Enjoyed the western breakfast - the portions were pretty decent, with great service, but the pasta was a little too salty and dry."
Group Therapy Coffee,Came here for there pulled pork burger. Have truffle fries sweet potato fries and normal fries. Typical cafe style cafe. A bit on the ex side think cos in CBD area.
Group Therapy Coffee,"If you're on the lookout for a breakfast spot  that serves up delicious salmon and egg on toast, this is definitely worth a visit! The interior decor of the restaurant is stylish yet comfortable, perfect for a catch-up session with friends. The food is well prepared with poached eggs that are perfectly cooked and served on a toast. The addition of smoked salmon makes the dish even more delightful. The flavours and textures of the ingredients are well balanced, and every bite is a delight. The coffee is particularly noteworthy, and the skilled baristas know how to whip up a mean latte or cappuccino. With its welcoming atmosphere and great coffee, it's the perfect place to start your day and enjoy a breakfast with friends. Highly recommended."
Group Therapy Coffee,"Repeat customer for many times. The food here is reasonably priced and solidly executed consistently. Highly recommend the skinny egg ben, it costs the same or cheaper than other cafes, but very generous with ingredients like avocado and smoked salmon. Super satisfying meal everytime"
Group Therapy Coffee,"It’s been awhile since I’ve popped by this cafe. The food is not bad but honestly nothing to shout about.  It used to be more crowded but surprisingly, even on a weekend, we were able to walk in and there were available tables.  The salmon eggs ben was good, decent-sized portion. The croque madam was very dry. We didn’t like it. Juices were freshly squeezed !"
Group Therapy Coffee,"Best brunch in Katong, huge portions, quality ingredients and thoughtful preparation. While pricey (about 50 for 2 with drinks), it was well worth it. However certain parts of the cafe (near the air circulation pipes, toward the inner part) are slightly noisy and air con is not strong there."
Group Therapy Coffee,Friendly accomodating staff and great atmosphere that reminds me of my time in Australian cafes. Good quality food and coffee at affordable prices. Would return! Truffle fries and burgers are tasty and pasta is similar to those in higher end Italian restaurants. Looking forward to my next visit!
Group Therapy Coffee,"I recently had the pleasure of dining at this fantastic spot, and it truly delivered on both food and vibes. The menu offered a delightful selection of dishes that were both flavorful and satisfying. The portions were generous, leaving me fully satisfied without feeling overwhelmed. The ambiance was warm and inviting, creating a relaxed atmosphere that made me feel right at home. Whether you're looking for a cozy dinner or a casual gathering with friends, this place ticks all the boxes. Good food, good vibes, and perfect portion sizes—what more could you ask for?"
Tolido's Espresso Nook,"Let me tell you, I enjoyed this brunch so much to the point that I think I can brunch there every week for the rest of my life and not get bored.  It has a very trendy interior, and the waiters are very helpful and friendly. We got the truffle scrambled eggs and the prawn and scallop special scrambled eggs. The eggs was creamy, perfectly cooked and the combination of truffle on one dish and mixed seafood on the other was like an explosion of flavor in my mouth, simply amazing.  For dessert, we got the pandan cakes and ice blended salted caramel latte and ice blended mocha, which is the restaurant's signature and it was the best ice blended drink I ever tried. It was creamy, rich in flavors and just satisfies your taste buds  The prices are reasonable, especially for the service and the quality of the ingredients used, maybe I will be back one day"
Tolido's Espresso Nook,"Small serving western style foods. Limited choice on the menu. Always crowed, and need to be cheque up to 20 - 40.min for a table /seat. Some time you get seat very fast, if you didn't preference for waiting a seat in door. Thia cafe don't accept Cash payment. Using scan for ordering / credit card payment acceptable. Was here just for a coffee break with a croissant. 2.5/5 black coffee - taste more soury. Serve with plain water. 2.5/5 almond croissant - the croissant is the type with cake texture (mix together) so... It abit saggy / soft, not the Crunchy type. I still prefer without the cake texture and the type pastry (千层酥）with very Crunchy one."
Tolido's Espresso Nook,"Been here 3 timesss and always for the damn super nice potato :potato: rosti!!! Best rosti I ever had in SG in my opinion!! Ordered the regular rosti set and you can taste the original flavour of potato fried to perfection! Truffle rosti is my favourite, you can try if you dont mind the strong truffle flavour (might be too overpowering). Besides, I've tried the beef stew which is nice but not outstanding, I suggest you can give the stout-glazed bacon french toast a try, quite nice but kinda sweet to me. I will go back for rosti and probably try their pasta next time! p.s. do not suggest ordering scramble egg on top of your order, very normal and small in portion for a $fiver $"
Tolido's Espresso Nook,"Wonderful lunch location for the weekend - very popular and had to queue for some time. Good food, nice ambience, tasty ice blended coffees…what more to ask for? :)"
Tolido's Espresso Nook,"(Detailed review below) Food :star::star::star::star::star: Atmosphere :star::star::star::star::star: Accessibility :star::star::star::star: Cost :star::star::star::star: Service :star::star::star::star::star:  Was recommended this place by a friend with a warning to expect long queues! Luckily for me, there were no queues and I suspect that turning up an hour before closing time helped! :grinning_face_with_sweat:  We had the laksa pasta and the stout glazed French toast with bacon and both were nice. The laksa could be better (IMHO but I'm probably picky). The French toast was truly outstanding; fluffy toast with just the right amount of sweetness.  I was told later that I should try the waffles so that's definitely on my hit list for my next visit! Thanks folks for a lovely meal in a nice casual vibes cafe!"
The Populus,"The ambience is something you would appreciate while having your meal here. The service staff is very helpful and friendly. One thing I didn't enjoy is their Scrambled Egg, it lacks of flavor and find it a bit to dry in the centre. Their filter coffee was actually good"
The Populus,"This is a really popular cafe and it’s better to make a reservation rather than walk in.  The Populus French Toast was not bad, not too sweet and the toast was quite fluffy. The Strawberry & Elderflower Sundae with Waffle looks impressive but melts fast. The waffle was quite crispy even with the ice cream on top. The Maple Butter Tater Tots is super addictive, especially if you are dining with kids. It is a must try!"
The Populus,"The restaurant served delicious food and had an inviting ambience. The dishes I tried includes spring onion pancake with fried chicken and the strawberry waffle. The staff were prompt and helpful. The ambience felt nice to be in while enjoying the meal. The price was really steep, but worth the rare visits to the area."
The Populus,"Hearty brunch- the Populous Scramble had a generous serving of egg and bacon. For a lighter meal, the halibut fish with soba has a unique tangy taste unlike the usual soba. I liked it personally. Visited during the off peak hour in the late afternoon. Nice cafe with good ambience."
The Populus,"food is good, but a bit pricey. the buckwheat pancake is thick, savoury and slightly sweet at the same time. very interesting pancake. kinda remind me of a dense cake. everythg went well together, the fruits, the syrup, the crumbs. both of us finished it. however, i do not recommend this as a dessert. too heavy. Its more like a meal. I love the ambience and the staff are quite attentive. there is a dining time limit here, so it feels kinda rush towards the end."
P.S. Cafe,"The atmosphere at PS CAFE is undeniably great and fantastic, always transporting you to a different world with its modern and relaxed vibe. However, I must express my disappointment in the significant drop in their food quality and service standards, especially considering the price point.  The truffle oil in their truffle fries has noticeably decreased, and the food consistently arrives lukewarm :melting_face:Whether it's the breakfast set, roast chicken, or pasta, it feels like they have been sitting in the kitchen for some time before being served.  While some of the service staff are new and genuinely try their best, it's the manager who seems to lack leadership and poses a problem. For instance, upon arriving at 8 pm, he greeted us with the question, ""Table for 2, here for dinner right?"" It's disheartening to receive such a poorly executed welcome conversation, as it sets a negative tone for the entire dining experience.  To make matters worse, when his staff came to the table to surprise my friend with a birthday cake, the manager approached us at the exact same moment to ask for payment. I found myself torn between paying the manager on my left or singing the birthday song and celebrating my friend's special moment on my right. Eventually, I paid first and requested that they prioritize and handle one task at a time in the future.  I have been a patron of PS CAFE since 2013, dating back a decade at Harding Road outlet. It's a brand I have always admired, but I understand that the F&B industry faces challenges in terms of manpower. I sincerely hope that they can address and resolve these issues soon. However, based on my recent 2 experiences, I can only give a one-star rating :/"
P.S. Cafe,"Location & vibes score for this centrally located P.S. outlet right in Raffles City, on top of the MRT.  Ambience is so great for a bustling shopping mall. Great place to meet and chill with friends on a weekday afternoon.  Reservations always advised, so no wait and asked for a balcony table. What a treat.  Food and drinks are standard P.S. fare. We all had soda coolers ( all good but no pix taken) I think I remembered truffle fries to be better here.  Lovely wait staff, efficient, not overly friendly. Best of all discreet and ask nicely when they need the table for a coming dinner time reservation.  Recommend and definitely coming back!"
P.S. Cafe,"My go-to for a quick lunch whenever I’m in Raffles City. The Thai Beef Salad is a winner. Love the atmosphere of this cafe best. Relaxed, modern and you’ll forget that you’re in the middle of a shopping mall. Service is friendly too."
P.S. Cafe,"Located at the top floor of Raffles City Shopping Centre, situated as a stand-alone F&B kiosk far away from any other restaurants. Compared to the hustle and bustle of the basement food outlets, I found this to be rather serene and peaceful. Definitely come here if you want to have a good catch-up with your friends, and not be asking “huh what did you say” due to noise pollution.  Food wise- I was a little disappointed to be honest. The mains do not come cheap, yet they barely satisfied in terms of taste. The prawn pasta we got was way too salty (like I bit a chunk of himalayan rock salt)  and the truffle fries did not live up to the sky high expectations trusted upon it. Perhaps I was setting myself up for disappointment, but the truffle taste was not strong. The roast chicken was decent- get that if you are here.  Service was good but I wished the waiters would be more attentive with refilling our waters, instead of having to wave them down to get a refill every time.  That being said, we came here on a Sunday around 1.30pm, without a reservation, so I suppose a reservation is not always needed. Waiters and managers were efficient, and food came out promptly."
P.S. Cafe,"Enjoyed the truffle fries, roast chicken, and dessert is a must!  Good location for gathering.  Everything is well thought of.  No wonder they have so many branches in SG."
P.S. Cafe,"A wonderful dining experience with my family! The coffee latte was excellent, with just the right balance of flavors. The club sandwich was top-notch, featuring delicious toasted bread and fresh ingredients, accompanied by delightful salads. The staff was incredibly friendly, especially towards my child. We thoroughly enjoyed our time here and will undoubtedly return in the future. Highly recommended!"
P.S. Cafe,"My second visit. A classic location for brunch and dinner. Excellent selection of food and drink with creative twists. A must visit when coming to Paragon. Service can be a tad slow when crowded, so would be great to come during down time. Highly recommended."
P.S. Cafe,"Nothing amazing, food is alright but very pricey. Our truffle fries didn’t have the taste or smell of truffle, though I smelt it from another table who ordered it too. Barramundi is not bad."
P.S. Cafe,"The vibe was good and staff were friendly. There’s many options on the menu but not much choices for the main course as there’s only burgers, beef steak and fish and chips,  that would be great if there are pork or lamb dishes.  The sandwich was not bad, the bread was soft, fluffy and I like the salad. The portion was big enough for dinner and I was so stuffed with it."
P.S. Cafe,"The menu is pretty limited. I generally feel the place and food are more associated with branding of the Cafe, a place to be seen instead of for the goodness and ambience."
P.S. Cafe,"We had fantastic truffle fries, fish and chips and roasted chicken. All of the dishes were great but the chicken was the star. Unfortunately, the portions were so big that we were unable to eat any of the delicious looking cake. But it is a reason to come back. Thank you for a nice evening with great food and service!"
P.S. Cafe,"Great ambiance, nice food! Portion is considered big. Can tell that their truffle fries is a must as every table has one of it :thumbs_up_light_skin_tone:"
P.S. Cafe,"Had dinner here on a weekend night. Wonderful server and service by the crew. Ordered their famous truffle fries (sharing portion) I can confirm that this is the BEST truffle fries in Singapore. Portion is great, covered with heaps of parmesan and drenched in truffle oil. Simply delightful:red_heart:  For mains we ordered their prawn aglio olio. Sadly it was just ok, nothing exceptional.  At the recommendation of the FOH, we ordered sticky date pudding and another desert which isn't on the menu (forgot the name). Sticky date pudding is very sweet so if u are a sweet tooth, u will enjoy it. The burnt caramel sauce engulfing the pudding was really nice though.  The other desert was a surprisingly sweet surprise. Vanilla ice cream sandwiched by choux pastry(maybe?), doused with chocolate sauce and sprinkled with almond flakes. Total of 5pcs of the marvelous creation in one portion. You might want to try this instead of a regular cake if ure here for a bday celebration!"
P.S. Cafe,"Nice ambience with great service. The food was good, recommend the truffle fries for sharing. Do remember to make a reservation."
P.S. Cafe,"The place design is nice, and staffs are also friendly. I love the generous portion of truffle fries, we could not finish it with two people. Hahaha, anyway the food quality still got some room for improvement. Overall, it's a good place for dating as well."
P.S. Cafe,"PS cafe is crowded as usual and the atmosphere is great. I had the PS Burger - medium rare. It is nice but I would not rate it as the best burger. The meat is juicy but some part is little firm, prefer it to be more tender. The fries is good for sure and very crispy.  The red velvet cake with Ice cream and eclair are ok. The cake is moist and not too sweet. Great for sharing since it is huge. The eclair is large and looks pretty. It is not too sweet and worth a try if you still have space in your stomach:winking_face:"
P.S. Cafe,This is ecstatically the best looking amongst the PS Cafes.  They have a good selection of food and beverages that some might consider pricey. But their cakes and deserts are very good.  It’s a great place to chill in the afternoons and also good for sundowners after a long day.  It’s always a pleasure to come here. But take note they get busy during lunch times.
P.S. Cafe,"Perfect place with a beautiful backyard view but it’s oh so crowded on weekends.  As with all PS cafes, we have to make reservations prior to coming down. But however, as the place was so busy during tea time, the staff is just so loaded that everybody queue in one queue irregardless of whether you made a reservation or not.  On the Sunday which I came, we waited for approx 15minutes before we were seated. We were seated just near the cakes display (yum!) and we could see the beautiful natural forage/forest just outside. We were kind of thankful that we weren’t seated outside as the weather was quite hot that day.  We ordered a seafood basket, truffle fries, and an all day breakfast with 2 iced chocolate. We weren’t too impressed with the ice chocolate as it was very diluted and was tasteless. The all day breakfast was very loaded with ingredients, and the sausage and bacon was cooked just right. The seafood basket was fried just right and the batter was crispy. Only feedback is some of the squid tasted quite stale and had a strong freezer taste. The truffle fries was as usual wonderful.  Service was good, but only with the right staff. We were lucky we got one of the more experienced lady supervisor or manager to serve us. She knew what we wanted with one small signal, and was good for a quick chat and very prompt with her service.  We will definitely be back! Thank you."
P.S. Cafe,"A cozy little cafe hidden away behind a few trees in the Dempsey Hill area. The food here is a bit pricey, but so is everything else in the area. The staff are friendly and the food comes out relatively quick. Taste-wise, the food is above average but you're really paying for the setting and ambience. It's quite a comfortable feeling to be eating inside a grassy and wooded area; and even if you're indoors, there is floor to ground glass windows that let you see the surroundings. Coffee here wasn't too bad though."
P.S. Cafe,"Have been coming here for years. The food is always good and you can’t beat the jungle location and beautiful interior. Service is capable and the food is always good, whether breakfast or lunch. The cakes are also proper."
P.S. Cafe,"PS Cafe at One Fullerton serves an exceptional Sticky Toffee Pudding that left me delighted and satisfied. Here are the highlights of my experience:  Irresistible Taste: The Sticky Toffee Pudding is an absolute delight for dessert lovers. The cake is moist, rich, and perfectly balanced with a luscious toffee sauce. Every bite was a heavenly treat.  Cozy Atmosphere: PS Cafe at One Fullerton offers a warm and inviting ambiance that enhances the dining experience. The comfortable seating and charming decor create a pleasant and relaxed environment.  Attentive Service: The staff at PS Cafe were attentive, friendly, and knowledgeable. They provided excellent recommendations and ensured that my dining experience was enjoyable from start to finish.  Beautiful Location: PS Cafe at One Fullerton is situated in a picturesque location with stunning waterfront views. It's the perfect spot to enjoy a delicious dessert while taking in the breathtaking scenery.  Overall, PS Cafe's Sticky Toffee Pudding at One Fullerton is a must-try dessert. The combination of flavors, cozy atmosphere, and attentive service make it a wonderful dining destination. I highly recommend indulging in this delectable treat."
P.S. Cafe,Really friendly service. Accommodating to questions regarding food. Suitable food for children.  Was a really tasty meal. Everyone enjoyed it. Against a nice setting. Definitely recommend and good for those looking for variety against Western and local food options.
P.S. Cafe,"I'll rate this a 5 Star on every aspect of the experience. PS Cafe anyway is a great place to go blindly for a brunch. But this location is just amazing! Right on the waterfront above the Merlion, it has a great vibe.  Staff is very courteous, service is prompt and makes you comfortable. But the food is just brilliant. I loved the eggs Florentine, the salmon royale, avocado eggs and the Citrus sunset drink. Coffee is great too!"
P.S. Cafe,"Food here was better than the raffles city outlet.  - truffle fries, da bomb. Must order, we ordered 2 servings - tiger prawn agio had ample amount of garlic hidden below the generous serving of pasta - burger was slightly dry but I attribute it to  medium well, prefer to go for medium next time"
P.S. Cafe,"A very good place to hang out with friend, but honestly I might not want to order the salad again, it’s quite boring, should have try the steak sandwich, will do it next time. The outdoor view is definitely the best, staff is so nice to give a birthday decor on the orange cake. Love the experience. Best place to skate."
P.S. Cafe,"Second visit to PS Cafe. Great ambience for a nice family dinner, always wow guests I bring. Food is great and generous portions hence be careful on over ordering. But more importantly the staff makes you feel welcome and is very attentive. Won't hesitate to return again"
P.S. Cafe,"This is my 2nd visit to PS cafe, first visit was to Paragon’s outlet a few years back. Love the place, ambiance, food and service. Hence, thought of introducing my friend to another outlet. However it was slightly disappointing.  Menu selection - 6/10 We were greeted with 2 mains from the menu being unavailable as well as 1 of the mains from the daily specials. Which gave us about 5/6 mains to choose from.  Service - 10/10 Service staff were prompt and polite. Efficiently with refilling our waters too. :thumbs_up_light_skin_tone:  Food We started off with truffle fries - 8/10. Truffle flavor is not over powering unlike some places :nauseated_face:Eleanor was kind enough to suggest a “half portion” as we had other food as well. Thank you Eleanor :star-struck:  We had the seafood basket as well - 7/10. Tasted lovely but price point is slightly on the higher side for the amount.  Daily special pork chop - 2/10 :cross_mark::cross_mark::cross_mark::cross_mark: Firstly price point, it’s $44. I was expecting something amazing as $44 for pork chop is not cheap. Hence, I had high expectations to begin with. However, I was confused with the combination. Apple, squash, pork chop. Pork chop was tough and dry :crying_face:. Expected it to be a little moist, but it was dry throughout. That made every bite difficult.  The mains was something I was looking forward to, but this visit was overly disappointing…"
P.S. Cafe,"Staffs are friendly and helpful! Service is superb! Overall the food, environment and service are excellent! This are our 2nd time visit. Definitely will be back again!"
P.S. Cafe,Birthday lunch with friends. The food portion very big can order can share. Love the mushroom soup. I had the prawn pasta hmm so so only not very flavourful. Staff is very very friendly and helpful
P.S. Cafe,"Good food, great service as always with PS Cafe. The mac and cheese was quite underwhelming though. The good thing is that they do their scrambled eggs well."
P.S. Cafe,"This is the ever classic cafe with huge food portion, high standard quality good feast, great coffee, excellent ambience and friendly staff who will cater to all your needs. Strong aircon and very comfortable chairs with big tables and ample space to put your laptop and a chill place to chit chat for a long time. :smiling_face_with_smiling_eyes:"
P.S. Cafe,"The quality of food is fresh, server is attentive and friendly. She even asked if we have any food allergies during order. Just a little noisy with kids screaming out their lungs for a few times which does irritates quite a bit."
P.S. Cafe,Weekend dinner almost full house. About 15min waiting time for a table. Food consistently good as usual. Mushroom soup thick and creamy. Brownie rich and sticky. Looks good tastes better.
P.S. Cafe,"Service was outstanding and portions are generous. The lovely Indah who took care of our table had a warm smile and made our dining experience very comfortable and seamless. We dined here when they had the Christmas menu and I was surprised by how big the turkey Caesar salad was because it was a starter! Could easily share between two people. Dessert is always a highlight for me at PS Cafe, I’ve always enjoyed their sticky date pudding which is super moist and decadent. Their Christmas special had brandy in the butterscotch. Not from the Christmas menu, their all-time best seller Chocolate cake is MASSIVE! Super moist and the chocolate sauce is sinfully good. Super full by the end of dinner!!"
P.S. Cafe,"Lovely outlet, came here for brunch, enjoyed the big breakfast and coffee among other food ordered! Good service!"
P.S. Cafe,"1st time visiting this branch. Ordered truffle fries, 4 mains and 2 desserts to share. Overall, food is nice, ambience is nice too. Standard for sticky date pudding drops a bit, but still quite nice. Only funny thing is payment is via QR code, while ordering is via the servers. If you driving, can park at Car park D5, free parking."
P.S. Cafe,Went with hubby on a Friday night. Ordered portobello chips which was absolutely delicious. Hubby and I ate barramundi and we definitely did not regret ordering that. It was really very good. Nice to sit outdoors but do have a mosquito repellent handy. Wait staff not too impressive but the manager/ supervisor who showed us to our table was friendly and efficient.
P.S. Cafe,"Food was fine, not spectacular. The prices were actually more spectacular! One slice of cake for $18! One slice, not one whole cake! :face_with_tears_of_joy: The BBQ ribs were good though. Must try!  Kudos to the service staff Joel, for being very helpful and friendly."
P.S. Cafe,"Good place to rest and dine along East Coast Park. Nice ambience and service was good. Staffs were helpful and polite.  First time dinning at PS cafe. Laksa was creamy and tasty but truffle shoestring fries was okay. Heard so much rave about the truffle fries so was maybe expecting it to be super tasty.  Still in general, was happy with my experience here. Menu is on the pricier side, will return again.  :thumbs_up::thumbs_up:"
P.S. Cafe,"While the venue is definitely a bit more stand out compared to its other venues, surrounded by nice greenery and a view of the beach, I wouldn’t say the food was on par. We tried the chicken wings, which were a solid ok, and the seafood risotto was tasty without tasting super fresh, the octopus was overly sweet and a bit overpoweringly icky after a while. But if you’re just looking to chill and soak in the beach vibes, it’ll do, but just don’t expect the food to be as amazing as it’s other outlets."
P.S. Cafe,"Food is pretty good- usual  PSCafe standard. Service can be improved in their attentiveness. We had to get the attention of the waitresses a few times for water refills. Atmosphere is quite nice but a little warm for me. We had spicy prawn aglio olio, steak sandwich - rare and medium but it came more medium than rare. Salad was good. Truffle fries and normal fries not much difference. Cannot taste the truffle. Fish and chips is good."
P.S. Cafe,Service is good. Please make reservations as the place was almost empty but we gotta wait for 30min before someone cancelled their reservation. The food is good.
P.S. Cafe,"One of my favorite place to get some dessert. They have outdoor area where you can bring along your favorite dog. But its confusing because sometimes  I can use main entrance and sometime staff asked you to bring dog from outside entrance even though I put the dog inside the stroller and fully cover. It’s inconvenient since there is a stairs and hard to bring up the stroller. However foods is good. The ambiance’s is nice, I love their music playlist is goes with the vibes."
P.S. Cafe,"PS. cafe has been around for a while now but the pricing can be quite steep if you’re just looking for a simple meal at a cafe. Quality of the food is still good though. I had the club sandwich and it was very delicious, especially the tomato relish on the side. My friends had the breakfast plate, which they enjoyed as well. Was very tempted to get the truffle fries but at $17 for a portion, we decided to give it a miss. But if there’s a bigger group and more chip in for the side, it is worth it.  P.S. doesn’t disappoint."
P.S. Cafe,"One of the PS cafe that I love to enjoy a lazy afternoon with my furkids. The service was great and attentive, the staffs provides ice cold water serves in a dog bowl to my furkids. The outdoor seating is surprisingly quite cooling."
P.S. Cafe,"Weird concept of takeaways in a dining in cafe. Toilet stinks, stinky fumes lingered around the seats near the toilet. Food is bad. Ugly chicken wings is indeed ugly and tasteless. Quality of food definitely not worth the price. Service staff is good though. Just scrolling through the reviews and noted the copy and paste response. Might as well don’t respond or better off using ChatGPT."
P.S. Cafe,"Love this place. Small and cozy, they don't call it ""petit"" for nothing. Food, desserts, and drinks are fantastic. Great selections of wines too. Best of all, the staff is friendly and attentive (someone please give him a raise!)"
P.S. Cafe,"Chic, fashionable, yet cozy. The gentleman behind the counter was friendlier than anyone I encountered on our trek to Tiong Bahru! I ordered an iced tea at 5:30pm realizing only after the first sip it was caffeinated. He was kind enough to brew me a lemongrass herbal tea and put it over ice for me instead while I waited for my insanely delicious impossible meatball pizza... We couldn't resist having a slice while we waited for our grab home."
P.S. Cafe,"Very courteous staff. Beautiful decor. Lots of bottles of wine and champagne to buy and drink on the spot or take home. Speaking of take home, all food ordered here comes in to go boxes but you can eat it on the premises. Same goes for the coffee. It's a bit quirky but apparently it's a neighborhood licensing issue. But the ambience makes up for it. Be sure to admire the huge slices of cake on display and if you're feeling like splurging (those are per slice prices) I'm sure they are delicious."
P.S. Cafe,"Second time there in  two months.  First was brunch and  Burger was especially good.  The second time was for Cakes and coffee.  Cakes are priced  $17-20,  much higher then  else where.  Even for dine in,  disposables cups and pack away boxes  were used."
Wildseed Café & Bar at The Summerhouse4,"Nice-looking and great design restaurant. They offer both indoor with aircon and outdoor seats which is really good for us to choose depending on weather condition. The food is awesome also. A bit pricey I would say. Also the location is quite isolated and far from my house. If you want to escape from the city, it’s a great choice for me. Highly recommended."
Wildseed Café & Bar at The Summerhouse4,Love the ambience and coziness of the place! Truly a place to get away from the hustle & bustle of city life. What's more...? They are Pet-Friendly!!!  Plus the food quality was great! Tasty and the portion was good.
Wildseed Café & Bar at The Summerhouse4,"If you plan for a special occasion or wish to have a good time, please don’t visit this cafe. First impression all was okay, nice ambience and everything. Subsequently when the food came, we saw that some of the cutleries were all stained with food or dirt (Provided pictorial proof). We ordered a mix to share and the pasta came not only cold, but the texture of the linguine was so tough (i know linguine is meant to be served abit less well done, but the linguine we tasted was horrible - tough and cold). The rest of the food was nothing much special, you can definitely get better cafe food elsewhere with a better price point (all of these cost around $30/dish)."
